DisciplineID,StudentID,SISStudentID,EventFacilityID,DisciplineEventCodeID,EventDate,EventReportingStaffID,DisciplineActionCodeID,ActionDate,ActionStaffID,ResolutionDate
1830,3457,1057,5,52,'2008-11-05 00:00:00',6,35,'2008-11-12 00:00:00',1,
1831,3457,1057,5,9,'2008-11-12 00:00:00',6,2,'2008-11-19 00:00:00',1,
1832,3457,1057,5,76,'2008-11-19 00:00:00',6,4,'2008-11-26 00:00:00',1,
1833,3457,1057,5,69,'2008-11-26 00:00:00',6,9,'2008-12-03 00:00:00',1,
1834,3457,1057,5,80,'2008-12-03 00:00:00',6,18,'2008-12-10 00:00:00',1,
1835,3457,1057,5,67,'2008-12-10 00:00:00',6,32,'2008-12-17 00:00:00',1,
1836,3457,1057,5,52,'2008-12-17 00:00:00',6,35,'2008-12-24 00:00:00',1,
1837,3457,1057,5,9,'2008-12-24 00:00:00',6,2,'2008-12-31 00:00:00',1,
1838,3457,1057,5,76,'2008-12-31 00:00:00',6,4,'2009-01-07 00:00:00',1,
1839,3467,1067,2,69,'2009-01-07 00:00:00',6,9,'2009-01-14 00:00:00',1,
1840,3467,1067,2,80,'2009-01-14 00:00:00',6,18,'2009-01-21 00:00:00',1,
1841,3467,1067,2,67,'2009-01-21 00:00:00',6,32,'2009-01-28 00:00:00',1,
1842,3467,1067,2,52,'2009-01-28 00:00:00',6,35,'2009-02-04 00:00:00',1,
1843,3467,1067,2,9,'2009-02-04 00:00:00',6,2,'2009-02-11 00:00:00',1,
1844,3467,1067,2,76,'2009-02-11 00:00:00',6,4,'2009-02-18 00:00:00',1,
1845,3467,1067,2,69,'2009-02-18 00:00:00',6,9,'2009-02-25 00:00:00',1,
1846,3467,1067,2,80,'2009-02-25 00:00:00',6,18,'2009-03-04 00:00:00',1,
1847,3467,1067,2,67,'2009-03-04 00:00:00',6,32,'2009-03-11 00:00:00',1,
1848,3467,1067,2,52,'2009-03-11 00:00:00',6,35,'2009-03-18 00:00:00',1,
1849,3467,1067,2,9,'2009-03-18 00:00:00',6,2,'2009-03-25 00:00:00',1,
1850,3477,1077,5,76,'2009-03-25 00:00:00',6,4,'2009-04-01 00:00:00',1,
1851,3477,1077,5,69,'2009-04-01 00:00:00',6,9,'2009-04-08 00:00:00',1,
1852,3477,1077,5,80,'2009-04-08 00:00:00',6,18,'2009-04-15 00:00:00',1,
1853,3487,1087,5,67,'2009-04-15 00:00:00',6,32,'2009-04-22 00:00:00',1,
1854,3487,1087,5,52,'2009-04-22 00:00:00',6,35,'2009-04-29 00:00:00',1,
1855,3487,1087,5,9,'2009-04-29 00:00:00',6,2,'2009-05-06 00:00:00',1,
1856,3487,1087,5,76,'2009-05-06 00:00:00',6,4,'2009-05-13 00:00:00',1,
1857,3487,1087,5,69,'2009-05-13 00:00:00',6,9,'2009-05-20 00:00:00',1,
1858,3487,1087,5,80,'2009-05-20 00:00:00',6,18,'2009-05-27 00:00:00',1,
1859,3487,1087,5,67,'2009-05-27 00:00:00',6,32,'2009-06-03 00:00:00',1,
1860,3497,1097,2,52,'2009-08-03 00:00:00',6,35,'2009-08-10 00:00:00',1,
1861,3497,1097,2,9,'2009-08-10 00:00:00',6,2,'2009-08-17 00:00:00',1,
1862,3507,1107,1,76,'2009-08-17 00:00:00',6,4,'2009-08-24 00:00:00',1,
1863,3507,1107,1,69,'2009-08-24 00:00:00',6,9,'2009-08-31 00:00:00',1,
1864,3517,1117,1,80,'2009-08-31 00:00:00',6,18,'2009-09-07 00:00:00',1,
1865,3517,1117,1,67,'2009-09-07 00:00:00',6,32,'2009-09-14 00:00:00',1,
1866,3517,1117,1,52,'2009-09-14 00:00:00',6,35,'2009-09-21 00:00:00',1,
1867,3517,1117,1,9,'2009-09-21 00:00:00',6,2,'2009-09-28 00:00:00',1,
1868,3517,1117,1,76,'2009-09-28 00:00:00',6,4,'2009-10-05 00:00:00',1,
1869,3517,1117,1,69,'2009-10-05 00:00:00',6,9,'2009-10-12 00:00:00',1,
1870,3517,1117,1,80,'2009-10-12 00:00:00',6,18,'2009-10-19 00:00:00',1,
1871,3517,1117,1,67,'2009-10-19 00:00:00',6,32,'2009-10-26 00:00:00',1,
1872,3517,1117,1,52,'2009-10-26 00:00:00',6,35,'2009-11-02 00:00:00',1,
1873,3517,1117,1,9,'2009-11-02 00:00:00',6,2,'2009-11-09 00:00:00',1,
1874,3517,1117,1,76,'2009-11-09 00:00:00',6,4,'2009-11-16 00:00:00',1,
1875,3527,1127,5,69,'2009-11-16 00:00:00',6,9,'2009-11-23 00:00:00',1,
1876,3527,1127,5,80,'2009-11-23 00:00:00',6,18,'2009-11-30 00:00:00',1,
1877,3527,1127,5,67,'2009-11-30 00:00:00',6,32,'2009-12-07 00:00:00',1,
1878,3527,1127,5,52,'2009-12-07 00:00:00',6,35,'2009-12-14 00:00:00',1,
1879,3527,1127,5,9,'2009-12-14 00:00:00',6,2,'2009-12-21 00:00:00',1,
1880,3527,1127,5,76,'2009-12-21 00:00:00',6,4,'2009-12-28 00:00:00',1,
1881,3527,1127,5,69,'2009-12-28 00:00:00',6,9,'2010-01-04 00:00:00',1,
1882,3527,1127,5,80,'2010-01-04 00:00:00',6,18,'2010-01-11 00:00:00',1,
1883,3537,1137,1,67,'2010-01-11 00:00:00',6,32,'2010-01-18 00:00:00',1,
1884,3537,1137,1,52,'2010-01-18 00:00:00',6,35,'2010-01-25 00:00:00',1,
1885,3537,1137,1,9,'2010-01-25 00:00:00',6,2,'2010-02-01 00:00:00',1,
1886,3547,1147,1,76,'2010-02-01 00:00:00',6,4,'2010-02-08 00:00:00',1,
1887,3547,1147,1,69,'2010-02-08 00:00:00',6,9,'2010-02-15 00:00:00',1,
1888,3547,1147,1,80,'2010-02-15 00:00:00',6,18,'2010-02-22 00:00:00',1,
1889,3547,1147,1,67,'2010-02-22 00:00:00',6,32,'2010-03-01 00:00:00',1,
1890,3547,1147,1,52,'2010-03-01 00:00:00',6,35,'2010-03-08 00:00:00',1,
1891,3547,1147,1,9,'2010-03-08 00:00:00',6,2,'2010-03-15 00:00:00',1,
1892,3547,1147,1,76,'2010-03-15 00:00:00',6,4,'2010-03-22 00:00:00',1,
1893,3557,1157,5,69,'2010-03-22 00:00:00',6,9,'2010-03-29 00:00:00',1,
1894,3557,1157,5,80,'2010-03-29 00:00:00',6,18,'2010-04-05 00:00:00',1,
1895,3557,1157,5,67,'2010-04-05 00:00:00',6,32,'2010-04-12 00:00:00',1,
1896,3557,1157,5,52,'2010-04-12 00:00:00',6,35,'2010-04-19 00:00:00',1,
1897,3557,1157,5,9,'2010-04-19 00:00:00',6,2,'2010-04-26 00:00:00',1,
1898,3557,1157,5,76,'2010-04-26 00:00:00',6,4,'2010-05-03 00:00:00',1,
1899,3557,1157,5,69,'2010-05-03 00:00:00',6,9,'2010-05-10 00:00:00',1,
1900,3557,1157,5,80,'2010-05-10 00:00:00',6,18,'2010-05-17 00:00:00',1,
1901,3567,1167,2,67,'2008-09-03 00:00:00',6,32,'2008-09-10 00:00:00',1,
1902,3567,1167,2,52,'2008-09-10 00:00:00',6,35,'2008-09-17 00:00:00',1,
1903,3567,1167,2,9,'2008-09-17 00:00:00',6,2,'2008-09-24 00:00:00',1,
