StandardizedTestDomainScoreID,StandardizedTestScoreID,StandardizedTestDomainID,RawScore,PossibleRawScore
68656,12107,4,0.00,0.00
68657,12107,5,24.00,30.00
68658,12107,6,0.00,0.00
68659,12108,1,0.00,0.00
68660,12108,2,19.00,21.00
68661,12108,3,0.00,0.00
68662,12108,4,0.00,0.00
68663,12108,5,28.00,29.00
68664,12108,6,0.00,0.00
68665,12109,7,0.00,0.00
68666,12109,8,0.00,0.00
68667,12109,9,0.00,0.00
68668,12109,10,0.00,0.00
68669,12109,11,0.00,0.00
68670,12110,7,7.00,12.00
68671,12110,8,12.00,18.00
68672,12110,9,7.00,12.00
68673,12110,10,4.00,9.00
68674,12110,11,4.00,9.00
68675,12111,12,13.00,18.00
68676,12111,13,0.00,0.00
68677,12111,14,6.00,6.00
68678,12111,15,15.00,16.00
68679,12111,16,0.00,0.00
68680,12112,12,6.00,6.00
68681,12112,13,9.00,12.00
68682,12112,14,7.00,8.00
68683,12112,15,13.00,14.00
68684,12112,16,0.00,0.00
68685,12113,17,0.00,0.00
68686,12113,18,0.00,0.00
68687,12113,19,0.00,0.00
68688,12113,20,18.00,24.00
68689,12113,21,0.00,0.00
68690,12113,22,0.00,0.00
68691,12113,23,0.00,0.00
68692,12113,24,0.00,0.00
68693,12113,25,0.00,0.00
68694,12114,17,0.00,0.00
68695,12114,18,0.00,0.00
68696,12114,19,11.00,12.00
68697,12114,20,0.00,0.00
68698,12114,21,0.00,0.00
68699,12114,22,11.00,12.00
68700,12114,23,0.00,0.00
68701,12114,24,9.00,18.00
68702,12114,25,0.00,0.00
68703,12115,26,8.00,9.00
68704,12115,27,5.00,6.00
68705,12115,28,10.00,12.00
68706,12115,26,11.00,26.00
68707,12116,26,5.00,9.00
68708,12116,27,6.00,9.00
68709,12116,28,17.00,18.00
68710,12116,26,13.00,18.00
68711,12117,1,0.00,0.00
68712,12117,2,18.00,21.00
68713,12117,3,0.00,0.00
68714,12117,4,0.00,0.00
68715,12117,5,20.00,29.00
68716,12117,6,0.00,0.00
68717,12118,1,0.00,0.00
68718,12118,2,14.00,19.00
68719,12118,3,0.00,0.00
68720,12118,4,0.00,0.00
68721,12118,5,27.00,30.00
68722,12118,6,0.00,0.00
68723,12119,7,12.00,12.00
68724,12119,8,12.00,18.00
68725,12119,9,9.00,12.00
68726,12119,10,7.00,9.00
68727,12119,11,8.00,9.00
68728,12120,7,0.00,0.00
68729,12120,8,0.00,0.00
68730,12120,9,0.00,0.00
68731,12120,10,0.00,0.00
68732,12120,11,0.00,0.00
68733,12121,12,4.00,6.00
68734,12121,13,9.00,12.00
68735,12121,14,7.00,8.00
68736,12121,15,10.00,14.00
68737,12121,16,0.00,0.00
68738,12122,12,18.00,18.00
68739,12122,13,0.00,0.00
68740,12122,14,6.00,6.00
68741,12122,15,13.00,16.00
68742,12122,16,0.00,0.00
68743,12123,17,0.00,0.00
68744,12123,18,0.00,0.00
68745,12123,19,9.00,12.00
68746,12123,20,0.00,0.00
68747,12123,21,0.00,0.00
68748,12123,22,12.00,12.00
68749,12123,23,0.00,0.00
68750,12123,24,14.00,18.00
68751,12123,25,0.00,0.00
68752,12124,17,0.00,0.00
68753,12124,18,0.00,0.00
68754,12124,19,0.00,0.00
68755,12124,20,20.00,24.00
68756,12124,21,0.00,0.00
68757,12124,22,0.00,0.00
68758,12124,23,0.00,0.00
68759,12124,24,0.00,0.00
68760,12124,25,0.00,0.00
68761,12125,26,8.00,9.00
68762,12125,27,8.00,9.00
68763,12125,28,14.00,18.00
68764,12125,26,15.00,18.00
68765,12126,26,4.00,9.00
68766,12126,27,6.00,6.00
68767,12126,28,10.00,12.00
68768,12126,26,16.00,26.00
68769,12127,1,0.00,0.00
68770,12127,2,15.00,21.00
68771,12127,3,0.00,0.00
68772,12127,4,0.00,0.00
68773,12127,5,25.00,29.00
68774,12127,6,0.00,0.00
68775,12128,1,0.00,0.00
68776,12128,2,16.00,19.00
68777,12128,3,0.00,0.00
68778,12128,4,0.00,0.00
68779,12128,5,26.00,30.00
68780,12128,6,0.00,0.00
68781,12129,7,0.00,0.00
68782,12129,8,0.00,0.00
68783,12129,9,0.00,0.00
68784,12129,10,0.00,0.00
68785,12129,11,0.00,0.00
68786,12130,7,11.00,12.00
68787,12130,8,17.00,18.00
68788,12130,9,12.00,12.00
68789,12130,10,8.00,9.00
68790,12130,11,9.00,9.00
68791,12131,12,15.00,18.00
68792,12131,13,0.00,0.00
68793,12131,14,6.00,6.00
68794,12131,15,15.00,16.00
68795,12131,16,0.00,0.00
68796,12132,12,6.00,6.00
68797,12132,13,9.00,12.00
68798,12132,14,7.00,8.00
68799,12132,15,11.00,14.00
68800,12132,16,0.00,0.00
68801,12133,17,0.00,0.00
68802,12133,18,0.00,0.00
68803,12133,19,10.00,12.00
68804,12133,20,0.00,0.00
68805,12133,21,0.00,0.00
68806,12133,22,10.00,12.00
68807,12133,23,0.00,0.00
68808,12133,24,12.00,18.00
68809,12133,25,0.00,0.00
68810,12134,17,0.00,0.00
68811,12134,18,0.00,0.00
68812,12134,19,0.00,0.00
68813,12134,20,22.00,24.00
68814,12134,21,0.00,0.00
68815,12134,22,0.00,0.00
68816,12134,23,0.00,0.00
68817,12134,24,0.00,0.00
68818,12134,25,0.00,0.00
68819,12135,26,5.00,9.00
68820,12135,27,6.00,6.00
68821,12135,28,8.00,12.00
68822,12135,26,21.00,26.00
68823,12136,26,9.00,9.00
68824,12136,27,8.00,9.00
68825,12136,28,17.00,18.00
68826,12136,26,18.00,18.00
68827,12137,1,0.00,0.00
68828,12137,2,16.00,19.00
68829,12137,3,0.00,0.00
68830,12137,4,0.00,0.00
68831,12137,5,21.00,30.00
68832,12137,6,0.00,0.00
68833,12138,1,0.00,0.00
68834,12138,2,18.00,21.00
68835,12138,3,0.00,0.00
68836,12138,4,0.00,0.00
68837,12138,5,23.00,29.00
68838,12138,6,0.00,0.00
68839,12139,7,0.00,0.00
68840,12139,8,0.00,0.00
68841,12139,9,0.00,0.00
68842,12139,10,0.00,0.00
68843,12139,11,0.00,0.00
68844,12140,7,9.00,12.00
68845,12140,8,12.00,18.00
68846,12140,9,11.00,12.00
68847,12140,10,7.00,9.00
68848,12140,11,9.00,9.00
68849,12141,12,5.00,6.00
68850,12141,13,9.00,12.00
68851,12141,14,7.00,8.00
68852,12141,15,12.00,14.00
68853,12141,16,0.00,0.00
68854,12142,12,13.00,18.00
68855,12142,13,0.00,0.00
68856,12142,14,5.00,6.00
68857,12142,15,14.00,16.00
68858,12142,16,0.00,0.00
68859,12143,17,0.00,0.00
68860,12143,18,0.00,0.00
68861,12143,19,0.00,0.00
68862,12143,20,16.00,24.00
68863,12143,21,0.00,0.00
68864,12143,22,0.00,0.00
68865,12143,23,0.00,0.00
68866,12143,24,0.00,0.00
68867,12143,25,0.00,0.00
68868,12144,17,0.00,0.00
68869,12144,18,0.00,0.00
68870,12144,19,11.00,12.00
68871,12144,20,0.00,0.00
68872,12144,21,0.00,0.00
68873,12144,22,10.00,12.00
68874,12144,23,0.00,0.00
68875,12144,24,9.00,18.00
68876,12144,25,0.00,0.00
68877,12145,26,7.00,9.00
68878,12145,27,3.00,6.00
68879,12145,28,11.00,12.00
68880,12145,26,13.00,26.00
68881,12146,26,6.00,9.00
68882,12146,27,6.00,9.00
68883,12146,28,16.00,18.00
68884,12146,26,10.00,18.00
68885,12147,1,0.00,0.00
68886,12147,2,16.00,19.00
68887,12147,3,0.00,0.00
68888,12147,4,0.00,0.00
68889,12147,5,29.00,30.00
68890,12147,6,0.00,0.00
68891,12148,1,0.00,0.00
68892,12148,2,21.00,21.00
68893,12148,3,0.00,0.00
68894,12148,4,0.00,0.00
68895,12148,5,28.00,29.00
68896,12148,6,0.00,0.00
68897,12149,7,9.00,12.00
68898,12149,8,12.00,18.00
68899,12149,9,11.00,12.00
68900,12149,10,9.00,9.00
68901,12149,11,8.00,9.00
68902,12150,7,0.00,0.00
68903,12150,8,0.00,0.00
68904,12150,9,0.00,0.00
68905,12150,10,0.00,0.00
68906,12150,11,0.00,0.00
68907,12151,12,5.00,6.00
68908,12151,13,10.00,12.00
68909,12151,14,8.00,8.00
68910,12151,15,12.00,14.00
68911,12151,16,0.00,0.00
68912,12152,12,15.00,18.00
68913,12152,13,0.00,0.00
68914,12152,14,6.00,6.00
68915,12152,15,12.00,16.00
68916,12152,16,0.00,0.00
68917,12153,17,0.00,0.00
68918,12153,18,0.00,0.00
68919,12153,19,0.00,0.00
68920,12153,20,20.00,24.00
68921,12153,21,0.00,0.00
68922,12153,22,0.00,0.00
68923,12153,23,0.00,0.00
68924,12153,24,0.00,0.00
68925,12153,25,0.00,0.00
68926,12154,17,0.00,0.00
68927,12154,18,0.00,0.00
68928,12154,19,10.00,12.00
68929,12154,20,0.00,0.00
68930,12154,21,0.00,0.00
68931,12154,22,11.00,12.00
68932,12154,23,0.00,0.00
68933,12154,24,16.00,18.00
68934,12154,25,0.00,0.00
68935,12155,26,8.00,9.00
68936,12155,27,9.00,9.00
68937,12155,28,14.00,18.00
68938,12155,26,16.00,18.00
68939,12156,26,9.00,9.00
68940,12156,27,6.00,6.00
68941,12156,28,10.00,12.00
68942,12156,26,20.00,26.00
68943,12157,1,0.00,0.00
68944,12157,2,11.00,19.00
68945,12157,3,0.00,0.00
68946,12157,4,0.00,0.00
68947,12157,5,19.00,30.00
68948,12157,6,0.00,0.00
68949,12158,1,0.00,0.00
68950,12158,2,14.00,21.00
68951,12158,3,0.00,0.00
68952,12158,4,0.00,0.00
68953,12158,5,21.00,29.00
68954,12158,6,0.00,0.00
68955,12159,7,6.00,12.00
68956,12159,8,6.00,18.00
68957,12159,9,8.00,12.00
68958,12159,10,5.00,9.00
68959,12159,11,3.00,9.00
68960,12160,7,0.00,0.00
68961,12160,8,0.00,0.00
68962,12160,9,0.00,0.00
68963,12160,10,0.00,0.00
68964,12160,11,0.00,0.00
68965,12161,12,8.00,18.00
68966,12161,13,0.00,0.00
68967,12161,14,3.00,6.00
68968,12161,15,9.00,16.00
68969,12161,16,0.00,0.00
68970,12162,12,4.00,6.00
68971,12162,13,8.00,12.00
68972,12162,14,6.00,8.00
68973,12162,15,8.00,14.00
68974,12162,16,0.00,0.00
68975,12163,17,0.00,0.00
68976,12163,18,0.00,0.00
68977,12163,19,0.00,0.00
68978,12163,20,14.00,24.00
68979,12163,21,0.00,0.00
68980,12163,22,0.00,0.00
68981,12163,23,0.00,0.00
68982,12163,24,0.00,0.00
68983,12163,25,0.00,0.00
68984,12164,17,0.00,0.00
68985,12164,18,0.00,0.00
68986,12164,19,9.00,12.00
68987,12164,20,0.00,0.00
68988,12164,21,0.00,0.00
68989,12164,22,7.00,12.00
68990,12164,23,0.00,0.00
68991,12164,24,14.00,18.00
68992,12164,25,0.00,0.00
68993,12165,26,4.00,9.00
68994,12165,27,5.00,9.00
68995,12165,28,15.00,18.00
68996,12165,26,9.00,18.00
68997,12166,26,7.00,9.00
68998,12166,27,4.00,6.00
68999,12166,28,7.00,12.00
69000,12166,26,14.00,26.00
69001,12167,1,0.00,0.00
69002,12167,2,12.00,19.00
69003,12167,3,0.00,0.00
69004,12167,4,0.00,0.00
69005,12167,5,16.00,30.00
69006,12167,6,0.00,0.00
69007,12168,7,0.00,0.00
69008,12168,8,0.00,0.00
69009,12168,9,0.00,0.00
69010,12168,10,0.00,0.00
69011,12168,11,0.00,0.00
69012,12169,12,4.00,6.00
69013,12169,13,6.00,12.00
69014,12169,14,5.00,8.00
69015,12169,15,10.00,14.00
69016,12169,16,0.00,0.00
69017,12170,17,0.00,0.00
69018,12170,18,0.00,0.00
69019,12170,19,9.00,12.00
69020,12170,20,0.00,0.00
69021,12170,21,0.00,0.00
69022,12170,22,8.00,12.00
69023,12170,23,0.00,0.00
69024,12170,24,14.00,18.00
69025,12170,25,0.00,0.00
69026,12171,26,5.00,9.00
69027,12171,27,6.00,6.00
69028,12171,28,8.00,12.00
69029,12171,26,11.00,26.00
69030,12172,1,0.00,0.00
69031,12172,2,15.00,19.00
69032,12172,3,0.00,0.00
69033,12172,4,0.00,0.00
69034,12172,5,23.00,30.00
69035,12172,6,0.00,0.00
69036,12173,7,0.00,0.00
69037,12173,8,0.00,0.00
69038,12173,9,0.00,0.00
69039,12173,10,0.00,0.00
69040,12173,11,0.00,0.00
69041,12174,12,0.00,6.00
69042,12174,13,5.00,12.00
69043,12174,14,2.00,8.00
69044,12174,15,2.00,14.00
69045,12174,16,0.00,0.00
69046,12175,17,0.00,0.00
69047,12175,18,0.00,0.00
69048,12175,19,8.00,12.00
69049,12175,20,0.00,0.00
69050,12175,21,0.00,0.00
69051,12175,22,6.00,12.00
69052,12175,23,0.00,0.00
69053,12175,24,12.00,18.00
69054,12175,25,0.00,0.00
69055,12176,26,5.00,9.00
69056,12176,27,3.00,6.00
69057,12176,28,6.00,12.00
69058,12176,26,13.00,26.00
69059,12177,1,0.00,0.00
69060,12177,2,17.00,21.00
69061,12177,3,0.00,0.00
69062,12177,4,0.00,0.00
69063,12177,5,21.00,29.00
69064,12177,6,0.00,0.00
69065,12178,1,0.00,0.00
69066,12178,2,16.00,19.00
69067,12178,3,0.00,0.00
69068,12178,4,0.00,0.00
69069,12178,5,25.00,30.00
69070,12178,6,0.00,0.00
69071,12179,7,10.00,12.00
69072,12179,8,6.00,18.00
69073,12179,9,12.00,12.00
69074,12179,10,6.00,9.00
69075,12179,11,7.00,9.00
69076,12180,7,0.00,0.00
69077,12180,8,0.00,0.00
69078,12180,9,0.00,0.00
69079,12180,10,0.00,0.00
69080,12180,11,0.00,0.00
69081,12181,12,11.00,18.00
69082,12181,13,0.00,0.00
69083,12181,14,5.00,6.00
69084,12181,15,13.00,16.00
69085,12181,16,0.00,0.00
69086,12182,12,4.00,6.00
69087,12182,13,7.00,12.00
69088,12182,14,6.00,8.00
69089,12182,15,11.00,14.00
69090,12182,16,0.00,0.00
69091,12183,17,0.00,0.00
69092,12183,18,0.00,0.00
69093,12183,19,9.00,12.00
69094,12183,20,0.00,0.00
69095,12183,21,0.00,0.00
69096,12183,22,7.00,12.00
69097,12183,23,0.00,0.00
69098,12183,24,16.00,18.00
69099,12183,25,0.00,0.00
69100,12184,17,0.00,0.00
69101,12184,18,0.00,0.00
69102,12184,19,0.00,0.00
69103,12184,20,10.00,24.00
69104,12184,21,0.00,0.00
69105,12184,22,0.00,0.00
69106,12184,23,0.00,0.00
69107,12184,24,0.00,0.00
69108,12184,25,0.00,0.00
69109,12185,26,4.00,9.00
69110,12185,27,3.00,9.00
69111,12185,28,12.00,18.00
69112,12185,26,12.00,18.00
69113,12186,26,6.00,9.00
69114,12186,27,5.00,6.00
69115,12186,28,10.00,12.00
69116,12186,26,12.00,26.00
69117,12187,1,0.00,0.00
69118,12187,2,15.00,21.00
69119,12187,3,0.00,0.00
69120,12187,4,0.00,0.00
69121,12187,5,15.00,29.00
69122,12187,6,0.00,0.00
69123,12188,7,2.00,12.00
69124,12188,8,8.00,18.00
69125,12188,9,5.00,12.00
69126,12188,10,4.00,9.00
69127,12188,11,0.00,9.00
69128,12189,12,12.00,18.00
69129,12189,13,0.00,0.00
69130,12189,14,6.00,6.00
69131,12189,15,12.00,16.00
69132,12189,16,0.00,0.00
69133,12190,17,0.00,0.00
69134,12190,18,0.00,0.00
69135,12190,19,0.00,0.00
69136,12190,20,19.00,24.00
69137,12190,21,0.00,0.00
69138,12190,22,0.00,0.00
69139,12190,23,0.00,0.00
69140,12190,24,0.00,0.00
69141,12190,25,0.00,0.00
69142,12191,26,6.00,9.00
69143,12191,27,7.00,9.00
69144,12191,28,9.00,18.00
69145,12191,26,13.00,18.00
69146,12192,1,0.00,0.00
69147,12192,2,7.00,21.00
69148,12192,3,0.00,0.00
69149,12192,4,0.00,0.00
69150,12192,5,14.00,29.00
69151,12192,6,0.00,0.00
69152,12193,1,0.00,0.00
69153,12193,2,17.00,19.00
69154,12193,3,0.00,0.00
69155,12193,4,0.00,0.00
69156,12193,5,22.00,30.00
69157,12193,6,0.00,0.00
69158,12194,7,6.00,12.00
69159,12194,8,5.00,18.00
69160,12194,9,5.00,12.00
69161,12194,10,4.00,9.00
69162,12194,11,3.00,9.00
69163,12195,7,0.00,0.00
69164,12195,8,0.00,0.00
69165,12195,9,0.00,0.00
69166,12195,10,0.00,0.00
69167,12195,11,0.00,0.00
69168,12196,12,10.00,18.00
69169,12196,13,0.00,0.00
69170,12196,14,3.00,6.00
69171,12196,15,6.00,16.00
69172,12196,16,0.00,0.00
69173,12197,12,2.00,6.00
69174,12197,13,7.00,12.00
69175,12197,14,5.00,8.00
69176,12197,15,6.00,14.00
69177,12197,16,0.00,0.00
69178,12198,17,0.00,0.00
69179,12198,18,0.00,0.00
69180,12198,19,7.00,12.00
69181,12198,20,0.00,0.00
69182,12198,21,0.00,0.00
69183,12198,22,3.00,12.00
69184,12198,23,0.00,0.00
69185,12198,24,10.00,18.00
69186,12198,25,0.00,0.00
69187,12199,17,0.00,0.00
69188,12199,18,0.00,0.00
69189,12199,19,0.00,0.00
69190,12199,20,7.00,24.00
69191,12199,21,0.00,0.00
69192,12199,22,0.00,0.00
69193,12199,23,0.00,0.00
69194,12199,24,0.00,0.00
69195,12199,25,0.00,0.00
69196,12200,26,3.00,9.00
69197,12200,27,3.00,9.00
69198,12200,28,8.00,18.00
69199,12200,26,5.00,18.00
69200,12201,26,6.00,9.00
69201,12201,27,5.00,6.00
69202,12201,28,8.00,12.00
69203,12201,26,5.00,26.00
69204,12202,1,0.00,0.00
69205,12202,2,20.00,21.00
69206,12202,3,0.00,0.00
69207,12202,4,0.00,0.00
69208,12202,5,29.00,29.00
69209,12202,6,0.00,0.00
69210,12203,1,0.00,0.00
69211,12203,2,18.00,19.00
69212,12203,3,0.00,0.00
69213,12203,4,0.00,0.00
69214,12203,5,30.00,30.00
69215,12203,6,0.00,0.00
69216,12204,7,0.00,0.00
69217,12204,8,0.00,0.00
69218,12204,9,0.00,0.00
69219,12204,10,0.00,0.00
69220,12204,11,0.00,0.00
69221,12205,7,9.00,12.00
69222,12205,8,14.00,18.00
69223,12205,9,9.00,12.00
69224,12205,10,9.00,9.00
69225,12205,11,7.00,9.00
69226,12206,12,6.00,6.00
69227,12206,13,11.00,12.00
69228,12206,14,7.00,8.00
69229,12206,15,12.00,14.00
69230,12206,16,0.00,0.00
69231,12207,12,17.00,18.00
69232,12207,13,0.00,0.00
69233,12207,14,6.00,6.00
69234,12207,15,15.00,16.00
69235,12207,16,0.00,0.00
69236,12208,17,0.00,0.00
69237,12208,18,0.00,0.00
69238,12208,19,0.00,0.00
69239,12208,20,22.00,24.00
69240,12208,21,0.00,0.00
69241,12208,22,0.00,0.00
69242,12208,23,0.00,0.00
69243,12208,24,0.00,0.00
69244,12208,25,0.00,0.00
69245,12209,17,0.00,0.00
69246,12209,18,0.00,0.00
69247,12209,19,10.00,12.00
69248,12209,20,0.00,0.00
69249,12209,21,0.00,0.00
69250,12209,22,10.00,12.00
69251,12209,23,0.00,0.00
69252,12209,24,15.00,18.00
69253,12209,25,0.00,0.00
69254,12210,26,7.00,9.00
69255,12210,27,6.00,6.00
69256,12210,28,10.00,12.00
69257,12210,26,14.00,26.00
69258,12211,26,7.00,9.00
69259,12211,27,9.00,9.00
69260,12211,28,13.00,18.00
69261,12211,26,15.00,18.00
69262,12212,1,0.00,0.00
69263,12212,2,19.00,21.00
69264,12212,3,0.00,0.00
69265,12212,4,0.00,0.00
69266,12212,5,29.00,29.00
69267,12212,6,0.00,0.00
69268,12213,1,0.00,0.00
69269,12213,2,19.00,19.00
69270,12213,3,0.00,0.00
69271,12213,4,0.00,0.00
69272,12213,5,29.00,30.00
69273,12213,6,0.00,0.00
69274,12214,7,11.00,12.00
69275,12214,8,18.00,18.00
69276,12214,9,12.00,12.00
69277,12214,10,8.00,9.00
69278,12214,11,9.00,9.00
69279,12215,7,0.00,0.00
69280,12215,8,0.00,0.00
69281,12215,9,0.00,0.00
69282,12215,10,0.00,0.00
69283,12215,11,0.00,0.00
69284,12216,12,16.00,18.00
69285,12216,13,0.00,0.00
69286,12216,14,5.00,6.00
69287,12216,15,15.00,16.00
69288,12216,16,0.00,0.00
69289,12217,12,5.00,6.00
69290,12217,13,11.00,12.00
69291,12217,14,8.00,8.00
69292,12217,15,14.00,14.00
69293,12217,16,0.00,0.00
69294,12218,17,0.00,0.00
69295,12218,18,0.00,0.00
69296,12218,19,11.00,12.00
69297,12218,20,0.00,0.00
69298,12218,21,0.00,0.00
69299,12218,22,11.00,12.00
69300,12218,23,0.00,0.00
69301,12218,24,15.00,18.00
69302,12218,25,0.00,0.00
69303,12219,17,0.00,0.00
69304,12219,18,0.00,0.00
69305,12219,19,0.00,0.00
69306,12219,20,21.00,24.00
69307,12219,21,0.00,0.00
69308,12219,22,0.00,0.00
69309,12219,23,0.00,0.00
69310,12219,24,0.00,0.00
69311,12219,25,0.00,0.00
69312,12220,26,7.00,9.00
69313,12220,27,5.00,6.00
69314,12220,28,11.00,12.00
69315,12220,26,13.00,26.00
69316,12221,26,8.00,9.00
69317,12221,27,7.00,9.00
69318,12221,28,16.00,18.00
69319,12221,26,16.00,18.00
69320,12222,1,0.00,0.00
69321,12222,2,13.00,19.00
69322,12222,3,0.00,0.00
69323,12222,4,0.00,0.00
69324,12222,5,15.00,30.00
69325,12222,6,0.00,0.00
69326,12223,1,0.00,0.00
69327,12223,2,12.00,21.00
69328,12223,3,0.00,0.00
69329,12223,4,0.00,0.00
69330,12223,5,16.00,29.00
69331,12223,6,0.00,0.00
69332,12224,7,7.00,12.00
69333,12224,8,12.00,18.00
69334,12224,9,10.00,12.00
69335,12224,10,5.00,9.00
69336,12224,11,2.00,9.00
69337,12225,7,0.00,0.00
69338,12225,8,0.00,0.00
69339,12225,9,0.00,0.00
69340,12225,10,0.00,0.00
69341,12225,11,0.00,0.00
69342,12226,12,6.00,6.00
69343,12226,13,9.00,12.00
69344,12226,14,7.00,8.00
69345,12226,15,10.00,14.00
69346,12226,16,0.00,0.00
69347,12227,12,14.00,18.00
69348,12227,13,0.00,0.00
69349,12227,14,6.00,6.00
69350,12227,15,13.00,16.00
69351,12227,16,0.00,0.00
69352,12228,17,0.00,0.00
69353,12228,18,0.00,0.00
69354,12228,19,8.00,12.00
69355,12228,20,0.00,0.00
69356,12228,21,0.00,0.00
69357,12228,22,7.00,12.00
69358,12228,23,0.00,0.00
69359,12228,24,9.00,18.00
69360,12228,25,0.00,0.00
69361,12229,17,0.00,0.00
69362,12229,18,0.00,0.00
69363,12229,19,0.00,0.00
69364,12229,20,19.00,24.00
69365,12229,21,0.00,0.00
69366,12229,22,0.00,0.00
69367,12229,23,0.00,0.00
69368,12229,24,0.00,0.00
69369,12229,25,0.00,0.00
69370,12230,26,4.00,9.00
69371,12230,27,3.00,6.00
69372,12230,28,9.00,12.00
69373,12230,26,10.00,26.00
69374,12231,26,5.00,9.00
69375,12231,27,3.00,9.00
69376,12231,28,11.00,18.00
69377,12231,26,11.00,18.00
69378,12232,1,0.00,0.00
69379,12232,2,16.00,19.00
69380,12232,3,0.00,0.00
69381,12232,4,0.00,0.00
69382,12232,5,24.00,30.00
69383,12232,6,0.00,0.00
69384,12233,1,0.00,0.00
69385,12233,2,19.00,21.00
69386,12233,3,0.00,0.00
69387,12233,4,0.00,0.00
69388,12233,5,24.00,29.00
69389,12233,6,0.00,0.00
69390,12234,7,0.00,0.00
69391,12234,8,0.00,0.00
69392,12234,9,0.00,0.00
69393,12234,10,0.00,0.00
69394,12234,11,0.00,0.00
69395,12235,7,9.00,12.00
69396,12235,8,11.00,18.00
69397,12235,9,10.00,12.00
69398,12235,10,8.00,9.00
69399,12235,11,5.00,9.00
69400,12236,12,15.00,18.00
69401,12236,13,0.00,0.00
69402,12236,14,6.00,6.00
69403,12236,15,14.00,16.00
69404,12236,16,0.00,0.00
69405,12237,12,5.00,6.00
69406,12237,13,11.00,12.00
69407,12237,14,8.00,8.00
69408,12237,15,10.00,14.00
69409,12237,16,0.00,0.00
69410,12238,17,0.00,0.00
69411,12238,18,0.00,0.00
69412,12238,19,0.00,0.00
69413,12238,20,22.00,24.00
69414,12238,21,0.00,0.00
69415,12238,22,0.00,0.00
69416,12238,23,0.00,0.00
69417,12238,24,0.00,0.00
69418,12238,25,0.00,0.00
69419,12239,17,0.00,0.00
69420,12239,18,0.00,0.00
69421,12239,19,11.00,12.00
69422,12239,20,0.00,0.00
69423,12239,21,0.00,0.00
69424,12239,22,10.00,12.00
69425,12239,23,0.00,0.00
69426,12239,24,11.00,18.00
69427,12239,25,0.00,0.00
69428,12240,26,5.00,9.00
69429,12240,27,6.00,6.00
69430,12240,28,10.00,12.00
69431,12240,26,16.00,26.00
69432,12241,26,6.00,9.00
69433,12241,27,8.00,9.00
69434,12241,28,16.00,18.00
69435,12241,26,17.00,18.00
69436,12242,1,0.00,0.00
69437,12242,2,10.00,21.00
69438,12242,3,0.00,0.00
69439,12242,4,0.00,0.00
69440,12242,5,16.00,29.00
69441,12242,6,0.00,0.00
69442,12243,1,0.00,0.00
69443,12243,2,13.00,19.00
69444,12243,3,0.00,0.00
69445,12243,4,0.00,0.00
69446,12243,5,23.00,30.00
69447,12243,6,0.00,0.00
69448,12244,7,10.00,12.00
69449,12244,8,13.00,18.00
69450,12244,9,12.00,12.00
69451,12244,10,8.00,9.00
69452,12244,11,5.00,9.00
69453,12245,7,0.00,0.00
69454,12245,8,0.00,0.00
69455,12245,9,0.00,0.00
69456,12245,10,0.00,0.00
69457,12245,11,0.00,0.00
69458,12246,12,11.00,18.00
69459,12246,13,0.00,0.00
69460,12246,14,4.00,6.00
69461,12246,15,9.00,16.00
69462,12246,16,0.00,0.00
69463,12247,12,6.00,6.00
69464,12247,13,7.00,12.00
69465,12247,14,7.00,8.00
69466,12247,15,6.00,14.00
69467,12247,16,0.00,0.00
69468,12248,17,0.00,0.00
69469,12248,18,0.00,0.00
69470,12248,19,0.00,0.00
69471,12248,20,15.00,24.00
69472,12248,21,0.00,0.00
69473,12248,22,0.00,0.00
69474,12248,23,0.00,0.00
69475,12248,24,0.00,0.00
69476,12248,25,0.00,0.00
69477,12249,17,0.00,0.00
69478,12249,18,0.00,0.00
69479,12249,19,4.00,12.00
69480,12249,20,0.00,0.00
69481,12249,21,0.00,0.00
69482,12249,22,7.00,12.00
69483,12249,23,0.00,0.00
69484,12249,24,7.00,18.00
69485,12249,25,0.00,0.00
69486,12250,26,6.00,9.00
69487,12250,27,6.00,6.00
69488,12250,28,8.00,12.00
69489,12250,26,12.00,26.00
69490,12251,26,3.00,9.00
69491,12251,27,1.00,9.00
69492,12251,28,6.00,18.00
69493,12251,26,5.00,18.00
69494,12252,1,0.00,0.00
69495,12252,2,4.00,21.00
69496,12252,3,0.00,0.00
69497,12252,4,0.00,0.00
69498,12252,5,11.00,29.00
69499,12252,6,0.00,0.00
